Healthy Mediterranean Salad;http://bzfd.it/2dABK48;200654;11972;<class 'IndexError'>
Rice Cooker Cinnamon Pancake;http://bzfd.it/1tdYXzh;156482;8223;<class 'IndexError'>
One-Pot Cheesy Taco Pasta;http://bzfd.it/1UEUmfq;466036;59726;<class 'IndexError'>
Chocolate Pretzel Poke Cake;http://bzfd.it/25S2P7c;320669;20206;<class 'IndexError'>
Bubbly Popsicles #TastyHappyHour;http://bzfd.it/1UHJujR;265871;21392;<class 'IndexError'>
Steak and Avocado Salad;http://bzfd.it/218zBxL;453152;42360;<class 'IndexError'>
Chocolate Cupcake In An Orange Cup;http://bzfd.it/1UEMXQ5;331482;17433;<class 'IndexError'>
Sweet & Sour Chicken;http://bzfd.it/1ZvQIZR;364452;30443;<class 'IndexError'>
Strawberry Cheesecake Poke Cake;http://bzfd.it/1UxgdFJ;733147;68919;<class 'IndexError'>
Upside Down Banana Cake;http://bzfd.it/1td3zpH;819131;119651;<class 'IndexError'>
Lemon Paprika Shrimp Pasta;http://bzfd.it/1UmHLxG;365784;35840;<class 'IndexError'>
Chicken Alfredo Rollups;http://bzfd.it/1Y9Qzgc;387626;58858;<class 'IndexError'>
Gooey Cinnamon Roll Cheesecake;http://bzfd.it/1taIa0u;434435;78088;<class 'IndexError'>
Garlic Parmesan Chicken Pasta Bake;http://bzfd.it/1UjLhcd;214922;12752;<class 'IndexError'>
Cinnamon Sugar Pretzel Bites;http://bzfd.it/1RTe5Xh;170244;8040;<class 'IndexError'>
Cheesy Pesto-Stuffed Salmon For Two;http://bzfd.it/1t4CG7l;166173;18719;<class 'IndexError'>
Molten Cinnamon Rolls;http://bzfd.it/24kZqeu;315622;39267;<class 'IndexError'>
Carrot Roses;http://bzfd.it/1WxjcnV;110111;3413;<class 'IndexError'>
Chocolate Star Bread;http://bzfd.it/1UuSvg4;283970;23274;<class 'IndexError'>
Pizza Bombs;http://bzfd.it/1XNw6xg;742522;110329;<class 'IndexError'>
Puff Pastry Four Ways;http://bzfd.it/1UbzjBs;857878;67513;<class 'IndexError'>
Slow Cooker Balsamic Chicken;http://bzfd.it/1PdkdPG;224592;14254;<class 'IndexError'>
Spaghetti Four Ways;http://bzfd.it/1OYMkN5;834267;114547;<class 'IndexError'>
Mini S'mores Éclair;http://bzfd.it/1XYsiJW;411860;27401;<class 'IndexError'>
Triple Chocolate Scone;http://bzfd.it/1sFDaAa;258824;15908;<class 'IndexError'>
Beef Kebabs with Garlic Sauce;http://bzfd.it/1TL93Dx;220420;11625;<class 'IndexError'>
One-Pan Baby Back Ribs;http://bzfd.it/1TOWmWD;408327;36835;<class 'IndexError'>
Cherry Moscow Mule #TastyHappyHour;http://bzfd.it/1VlOaOz;116810;15645;<class 'IndexError'>
Spinach And Cheese Pork Roll;http://bzfd.it/22rbr2I;164157;7835;<class 'IndexError'>
French Onion Soup;http://bzfd.it/1SyGfrW;164661;19951;<class 'IndexError'>
Breakfast Biscuit Fries;http://bzfd.it/1TuZUeN;216597;20435;<class 'IndexError'>
Taco Potatoes (as made by Hannah Hart);http://bzfd.it/1rdyelC;260032;18438;<class 'IndexError'>
Lasagna Poppers;http://bzfd.it/1TtajHO;487114;66863;<class 'IndexError'>
BBQ Pulled Pork Fries;http://bzfd.it/1ramW1u;515635;108251;<class 'IndexError'>
Easy Butter Chicken;http://bzfd.it/1SXRjy8;478803;55650;<class 'IndexError'>
Cupcakes 4 Ways;http://bzfd.it/1VPVK4w;669961;68290;<class 'IndexError'>
Berry Smoothie Bowl;http://bzfd.it/26lEgAF;427120;30735;<class 'IndexError'>
Zucchini Chicken Alfredo;http://bzfd.it/22Uxmho;372915;34157;<class 'IndexError'>
Creamed Spinach and Egg Bread Bowl ;http://bzfd.it/1T3QKDq;267393;16015;<class 'IndexError'>
One-Pot Poached Shrimp And Orzo ;http://bzfd.it/1WIRXFL;166289;8807;<class 'IndexError'>
Easy Baked Artichoke;http://bzfd.it/22QUMnU;240762;44448;<class 'IndexError'>
Cheesy Zucchini Sausage Cups #TastyJunior;http://bzfd.it/26fK2nm;72329;2552;<class 'IndexError'>
Doughnut Chips;http://bzfd.it/1VkcJw6;440753;53378;<class 'IndexError'>
Chicken Fajita Salad;http://bzfd.it/1VhVBah;664136;72482;<class 'IndexError'>
Sand Castle Cake;http://bzfd.it/23IzNJH;293890;18889;<class 'IndexError'>
Citrus-Grilled Pork Tenderloin;http://bzfd.it/1qUHf2X;124657;3119;<class 'IndexError'>
Strawberry Cheesecake Crescent Rolls ;http://bzfd.it/20RG68o;403612;28603;<class 'IndexError'>
Grilled Salmon With Avocado Salsa ;http://bzfd.it/23CE7tO;414490;52427;<class 'IndexError'>
Vietnamese-Style Banh Mi Meatball Sandwich;http://bzfd.it/1YyeRxW;145311;8264;<class 'IndexError'>
Honey BBQ Chicken Wings;http://bzfd.it/23CpHKf;427936;49697;<class 'IndexError'>
Blackberry Tequila Punch #TastyHappyHour;http://bzfd.it/22zUW2I;268303;56356;<class 'IndexError'>
Garlic Parmesan Chicken Tenders;http://bzfd.it/1W0oSoK;332471;23233;<class 'IndexError'>
Fried Tofu Shrimp Balls;http://bzfd.it/1ScTNLM;76145;3752;<class 'IndexError'>
Frozen Yogurt Granola Cups #TastyJunior;http://bzfd.it/1qItSmi;375577;30823;<class 'IndexError'>
Chicken & Veggie Spring Rolls;http://bzfd.it/1Su4xT6;297113;17450;<class 'IndexError'>
Steak With Garlic Butter;http://bzfd.it/22psPTS;668812;112205;<class 'IndexError'>
Cheddar Ranch Chicken & Veggies;http://bzfd.it/1RHr1UL;263665;18923;<class 'IndexError'>
Stuffed Hash Brown Omelette;http://bzfd.it/1S04rpd;403947;29777;<class 'IndexError'>
Garlic Bread Meatball Sliders;http://bzfd.it/1q7mArv;527856;67083;<class 'IndexError'>
Banana S'mores Bites #TastyJunior;http://bzfd.it/1XhiurO;338352;15911;<class 'IndexError'>
Deep-Fried Shrimp Potato Balls;http://bzfd.it/205n6Da;643815;66351;<class 'IndexError'>
Chocolate Banana Bread Pudding;http://bzfd.it/1q0GtAv;764376;69339;<class 'IndexError'>
Slow Cooker Blueberry Cobbler;http://bzfd.it/1ot4HlS;329846;18035;<class 'IndexError'>
Devil's Curry;http://bzfd.it/1V0SuDa;182143;12764;<class 'IndexError'>
Chocolate Covered Cheesecake Bites;http://bzfd.it/1MIrwNY;802116;78388;<class 'IndexError'>
Boozy Bubbly Sherbet Punch #TastyHappyHour;http://bzfd.it/1RRxN5Y;581849;88963;<class 'IndexError'>
Crispy Potato Tacos ;http://bzfd.it/1VgH8d5;341915;25928;<class 'IndexError'>
Grilled Beef Skewers;http://bzfd.it/1SpUw9J;360613;22669;<class 'IndexError'>
Mochi Waffles;http://bzfd.it/1RPOuVy;211196;12065;<class 'IndexError'>
Garlic Parmesan-Stuffed Mushrooms;http://bzfd.it/1UtBNAj;449595;43175;<class 'IndexError'>
Chocolate Caramel Pretzel Pinwheels;http://bzfd.it/1Y1arzo;456823;45313;<class 'IndexError'>
Spicy Tomato Coconut Chicken;http://bzfd.it/1SxzpF8;290667;19299;<class 'IndexError'>
Thai-Style Larb Lettuce Cups;http://bzfd.it/1UrAXE1;102845;5525;<class 'IndexError'>
Pancake Cups;http://bzfd.it/1RwzeaG;283830;16299;<class 'IndexError'>
Sausage, Onion, And Peppers Pizza Roll;http://bzfd.it/1pFFLIX;340896;21029;<class 'IndexError'>
One-Pan Teriyaki Salmon Dinner;http://bzfd.it/1Mu65jx;494287;53755;<class 'IndexError'>
One-Pan Lasagna ;http://bzfd.it/1UPpgFM;586175;43054;<class 'IndexError'>
Coconut Cream Pie Puffs;http://bzfd.it/25nQto8;519828;26776;<class 'IndexError'>
Roast Lamb For Easter;http://bzfd.it/1pKgH42;301109;25295;<class 'IndexError'>
Currywurst Sliders;http://bzfd.it/1UN02rE;143801;8951;<class 'IndexError'>
Loco Moco Rice Burger ;http://bzfd.it/1pHbx8W;505437;58062;<class 'IndexError'>
Chocolate Galaxy Bark;http://bzfd.it/22sSbpb;329174;14524;<class 'IndexError'>
Hash Brown Breakfast Cups ;http://bzfd.it/22sFlHx;289333;28868;<class 'IndexError'>
Stuffed Steak Rolls;http://bzfd.it/1UIwprA;625643;102453;<class 'IndexError'>
Baked Sweet Potato Fries;http://bzfd.it/1Lzxcto;334470;54831;<class 'IndexError'>
Broccoli Tots;http://bzfd.it/21B0NEx;779575;97256;<class 'IndexError'>
Açaí Meringue Cookies;http://bzfd.it/1R5nFcC;174998;5393;<class 'IndexError'>
Butterscotch Shot Glasses #TastyHappyHour;http://bzfd.it/1RpGG6t;66356;4914;<class 'IndexError'>
Fruit And Wine Sorbet ;http://bzfd.it/1MbI94g;483308;83471;<class 'IndexError'>
Tiramisu Truffles;http://bzfd.it/1pQTGvT;506699;38535;<class 'IndexError'>
Strawberries & Cream Cupcakes;http://bzfd.it/1pMfbht;558202;37502;<class 'IndexError'>
Root Beer Pie #TastyJunior // Happy π Day!;http://bzfd.it/1Ln4sE4;266662;18645;<class 'IndexError'>
Chili Mac 'N' Cheese;http://bzfd.it/1RdExkD;306609;23318;<class 'IndexError'>
Chicken Avocado Pizza;http://bzfd.it/1Uqyw31;409323;48746;<class 'IndexError'>
Raspberry Mojitos #TastyHappyHour;http://bzfd.it/1TB2wKJ;432995;102463;<class 'IndexError'>
Cinnamon Sugar Butter Braid;http://bzfd.it/1UYNcHd;454854;27212;<class 'IndexError'>
Bacon Guacamole Chicken Bombs;http://bzfd.it/1SDgBGj;694298;205761;<class 'IndexError'>
Garlic Chicken Pesto Pasta;http://bzfd.it/1nwUy7n;535225;102671;<class 'IndexError'>
Chocolate-Covered Mini Olive Oil Cakes;http://bzfd.it/1Qyy9kn;245756;6824;<class 'IndexError'>
Sparkling Strawberry Kiwi Sangria #TastyHappyHour;http://bzfd.it/1X0D4w5;1065033;187740;<class 'IndexError'>
Fried Chicken and Egg Rice Bowl;http://bzfd.it/21fmKJ2;547109;39011;<class 'IndexError'>
Chinese Green Beans;http://bzfd.it/1RwWzsk;243290;13909;<class 'IndexError'>
Cinnamon And Sugar Cheesecake Bars ;http://bzfd.it/1QuP2Ky;579094;51570;<class 'IndexError'>
Mozzarella Stick Waffles ;http://bzfd.it/1pqApRZ;639839;103878;<class 'IndexError'>
Fried Shrimp and Mango Salsa Hand Rolls;http://bzfd.it/1SjgAal;265123;23046;<class 'IndexError'>
Three-Cheese Chicken Roll-Ups;http://bzfd.it/1oPUIaK;400469;41430;<class 'IndexError'>
Korean-Style Ribs;http://bzfd.it/1TmbM5E;358279;27316;<class 'IndexError'>
Frozen Breakfast Burritos;http://bzfd.it/1TLJ2S9;463637;48171;<class 'IndexError'>
One Pot Ground Beef Stroganoff;http://bzfd.it/1Q9RfNr;305995;21208;<class 'IndexError'>
Cinnamon Roll Breakfast Muffins;http://bzfd.it/1WOyjWu;327685;23397;<class 'IndexError'>
Healthy Cucumber, Tomato, and Avocado Salad;http://bzfd.it/1QAU4nP;1196340;102813;<class 'IndexError'>
Chicken Pot Pie (as made by Wolfgang Puck);http://bzfd.it/1XPgzLN;517965;29190;<class 'IndexError'>
Sugar Glazed Apple Tart;http://bzfd.it/1oBGJoM;257889;8763;<class 'IndexError'>
Dulce de Leche Lava Cake;http://bzfd.it/1LGoa8q;516016;56826;<class 'IndexError'>
Enséñame Changua // Tasty Family Recipes;http://bzfd.it/1oy0Lk1;78508;4500;<class 'IndexError'>
Stuffed Chicken Nuggets;http://bzfd.it/1LxTDtr;510398;60733;<class 'IndexError'>
Slow Cooker Buffalo Meatballs;http://bzfd.it/1SWNSxi;215781;17631;<class 'IndexError'>
Peking Duck-Inspired Burritos;http://bzfd.it/1RRuwID;252456;26853;<class 'IndexError'>
Nashville-Style Hot Wings;http://bzfd.it/1TqYXX1;228931;28895;<class 'IndexError'>
Sweet Potato Black Bean Hash;http://bzfd.it/20Y2EYU;198895;17990;<class 'IndexError'>
Spicy Szechuan Chicken;http://bzfd.it/1oEwiRV;139302;8212;<class 'IndexError'>
Easy Fried Beef Dumplings (Gyoza);http://bzfd.it/1SO5f3p;236115;14816;<class 'IndexError'>
Baked Eggs Benedict Cups;http://bzfd.it/1RBfExQ;382918;37799;<class 'IndexError'>
Ice Cream Bread;http://bzfd.it/1Qx93PW;487879;67138;<class 'IndexError'>
BBQ Chicken Rollups;http://bzfd.it/1SM2srt;517149;60150;<class 'IndexError'>
Valentine's Day Red Velvet Truffles;http://bzfd.it/1oxxhmF;529086;21149;<class 'IndexError'>
Ramen Carbonara;http://bzfd.it/1ovPYav;277167;31901;<class 'IndexError'>
Easy Glazed Pork Chops;http://bzfd.it/1QWtxVc;164837;9386;<class 'IndexError'>
Valentine's Day Chocolate Boxes;http://bzfd.it/1Q7TdRR;377304;15821;<class 'IndexError'>
Mini Key Lime Pies;http://bzfd.it/1XgYdD0;263683;15602;<class 'IndexError'>
Beer & Cheese Pretzel Bites;http://bzfd.it/1Q5MgRe;333402;29913;<class 'IndexError'>
Net Pancakes (Roti Jala);http://bzfd.it/1QR6A5y;328877;13810;<class 'IndexError'>
Mini No-Bake Ube Cheesecakes;http://bzfd.it/20flu8j;280232;13183;<class 'IndexError'>
Fried Banana Fritters à la Mode;http://bzfd.it/1K3GWLN;309314;22461;<class 'IndexError'>
Hong Kong-Style Egg Tart;http://bzfd.it/1X9xyrR;450464;26166;<class 'IndexError'>
Ice Cream Mooncakes;http://bzfd.it/1Qj6RM0;553487;17154;<class 'IndexError'>
Pork Cutlet Sliders;http://bzfd.it/1T3YZnC;262057;12061;<class 'IndexError'>
Fried Sticky Rice Mango Balls;http://bzfd.it/23ONdkN;254479;15031;<class 'IndexError'>
Carmelita Bars;http://bzfd.it/1K1E3uM;300634;19000;<class 'IndexError'>
Braised Short Rib Ragu;http://bzfd.it/20uS0sv;322263;19261;<class 'IndexError'>
Guacamole Onion Rings;http://bzfd.it/1S3VqOd;917240;175140;<class 'IndexError'>
Buffalo Chicken Sliders;http://bzfd.it/23HRIh4;268535;22324;<class 'IndexError'>
Kimchi Queso;http://bzfd.it/1P1LYXG;174911;17119;<class 'IndexError'>
Stuffed Super Bowl Cupcakes #SB50;http://bzfd.it/1KQoe4U;388636;25705;<class 'IndexError'>
Korean-Style Pork Belly Nachos;http://bzfd.it/1PZtR2s;323072;39368;<class 'IndexError'>
Spinach And Artichoke Cups;http://bzfd.it/1SOwR7O;201025;13388;<class 'IndexError'>
Chicken Fajita Quesadillas;http://bzfd.it/1QvK02h;543465;68197;<class 'IndexError'>
Slow Cooker BBQ Pork Ribs;http://bzfd.it/1RPqsJo;609339;99498;<class 'IndexError'>
Salted Caramel Potato Chip Cookies;http://bzfd.it/1ZU8C7v;172943;10019;<class 'IndexError'>
Mini Caramel Apple Tarts (Tartes Tatin);http://bzfd.it/1SJ6hNj;453605;19905;<class 'IndexError'>
Buffalo Chicken Potstickers;http://bzfd.it/1ZZS1EL;347873;30480;<class 'IndexError'>
Cheese Shell Mini Tacos;http://bzfd.it/1nuF6JU;563212;63073;<class 'IndexError'>
